E_true,E_pred_v5,Error_v5,|Error_v5|,E_pred_v6,Error_v6,|Error_v6|,E_pred_v7,Error_v7,|Error_v7|
65.34948,67.644135,2.2946548,2.2946548,66.16243,0.81295013,0.81295013,66.05283,0.7033539,0.7033539
22.093266,19.997772,-2.0954933,2.0954933,20.713158,-1.3801079,1.3801079,20.890697,-1.202568,1.202568
114.14578,107.03044,-7.115341,7.115341,108.26331,-5.882469,5.882469,108.19641,-5.9493713,5.9493713
197.69876,197.30035,-0.39840698,0.39840698,197.18404,-0.51472473,0.51472473,197.82097,0.12220764,0.12220764
54.7611,60.68329,5.922188,5.922188,57.331722,2.5706215,2.5706215,57.434505,2.6734047,2.6734047
147.34387,149.95227,2.6083984,2.6083984,147.6582,0.31433105,0.31433105,147.38686,0.04298401,0.04298401
119.350975,114.93378,-4.417198,4.417198,115.31606,-4.034912,4.034912,115.2575,-4.0934753,4.0934753
215.42159,213.89297,-1.5286102,1.5286102,211.83868,-3.582901,3.582901,212.39592,-3.0256653,3.0256653
312.64716,314.90982,2.2626648,2.2626648,310.10364,-2.543518,2.543518,310.3908,-2.2563477,2.2563477
111.80463,115.114456,3.3098297,3.3098297,115.168526,3.3638992,3.3638992,115.07972,3.275093,3.275093
244.95389,246.31734,1.3634491,1.3634491,242.70346,-2.2504272,2.2504272,242.9946,-1.9592896,1.9592896
17.637924,16.997904,-0.6400204,0.6400204,17.269703,-0.36822128,0.36822128,17.256033,-0.38189125,0.38189125
253.0623,261.60992,8.547623,8.547623,259.90924,6.846939,6.846939,259.74384,6.681534,6.681534
325.92734,330.2573,4.329956,4.329956,331.59366,5.666321,5.666321,331.05222,5.124878,5.124878
18.398977,19.233368,0.83439064,0.83439064,18.493822,0.09484482,0.09484482,18.551912,0.15293503,0.15293503
147.50005,149.94426,2.4442139,2.4442139,148.47188,0.9718323,0.9718323,148.41138,0.9113312,0.9113312
92.34399,90.27723,-2.0667572,2.0667572,91.98988,-0.3541031,0.3541031,91.72787,-0.6161194,0.6161194
55.559254,54.855026,-0.70422745,0.70422745,55.257652,-0.3016014,0.3016014,55.19581,-0.36344528,0.36344528
310.93964,310.0465,-0.89312744,0.89312744,313.99863,3.0589905,3.0589905,313.65823,2.7185974,2.7185974
45.789078,46.54853,0.7594528,0.7594528,45.938828,0.14974976,0.14974976,45.990833,0.20175552,0.20175552
98.52237,95.253395,-3.2689743,3.2689743,95.4763,-3.0460663,3.0460663,95.3892,-3.133171,3.133171
260.67075,261.27655,0.60580444,0.60580444,264.61063,3.9398804,3.9398804,264.35608,3.6853333,3.6853333
75.290276,76.23357,0.9432907,0.9432907,77.284004,1.9937286,1.9937286,77.19253,1.9022522,1.9022522
106.32007,105.90512,-0.4149475,0.4149475,105.40166,-0.91841125,0.91841125,105.22309,-1.0969772,1.0969772
234.81253,227.61243,-7.2001038,7.2001038,232.34138,-2.4711456,2.4711456,232.1772,-2.6353302,2.6353302
124.45241,126.1563,1.7038956,1.7038956,124.46428,0.011871338,0.011871338,124.06312,-0.38928986,0.38928986
266.79706,264.3176,-2.4794617,2.4794617,262.0893,-4.7077637,4.7077637,261.35562,-5.441437,5.441437
214.83287,213.08955,-1.7433167,1.7433167,214.74626,-0.08660889,0.08660889,214.41217,-0.42070007,0.42070007
311.727,318.9433,7.2163086,7.2163086,316.80624,5.079254,5.079254,316.38885,4.661865,4.661865
335.67776,335.82352,0.14575195,0.14575195,337.4818,1.8040466,1.8040466,336.70908,1.031311,1.031311
34.798927,35.559887,0.7609596,0.7609596,33.557926,-1.2410011,1.2410011,33.902363,-0.8965645,0.8965645
256.2783,262.95306,6.674774,6.674774,260.71652,4.4382324,4.4382324,260.37112,4.0928345,4.0928345
37.588173,40.17111,2.5829353,2.5829353,38.118347,0.53017426,0.53017426,38.15855,0.57037735,0.57037735
74.83164,74.233696,-0.59794617,0.59794617,74.36762,-0.46401978,0.46401978,74.06478,-0.76686096,0.76686096
196.7452,193.36491,-3.3802795,3.3802795,195.9849,-0.7602997,0.7602997,195.75528,-0.98991394,0.98991394
107.34755,108.5081,1.160553,1.160553,107.18559,-0.16195679,0.16195679,106.92999,-0.41755676,0.41755676
304.68692,311.6038,6.91687,6.91687,301.38562,-3.3013,3.3013,302.26395,-2.4229736,2.4229736
62.99364,62.68344,-0.31019974,0.31019974,63.15972,0.16608047,0.16608047,63.16132,0.16767883,0.16767883
156.28279,157.86203,1.5792389,1.5792389,156.60849,0.32569885,0.32569885,156.53821,0.25541687,0.25541687
58.80317,60.946545,2.1433754,2.1433754,61.538906,2.7357368,2.7357368,61.509872,2.7067032,2.7067032
55.115353,52.39265,-2.722702,2.722702,55.468384,0.35303116,0.35303116,55.344234,0.22888184,0.22888184
162.17145,165.63336,3.461914,3.461914,166.55133,4.379883,4.379883,166.15068,3.9792328,3.9792328
336.31985,331.6021,-4.717743,4.717743,336.17807,-0.14178467,0.14178467,335.75894,-0.5609131,0.5609131
270.99994,268.35187,-2.6480713,2.6480713,267.1789,-3.821045,3.821045,266.89633,-4.103607,4.103607
156.16449,155.13475,-1.0297394,1.0297394,153.28596,-2.8785248,2.8785248,153.30193,-2.862564,2.862564
127.456184,130.03401,2.5778275,2.5778275,127.909744,0.45355988,0.45355988,127.73234,0.27615356,0.27615356
76.21456,75.41387,-0.8006897,0.8006897,74.74268,-1.471878,1.471878,74.70255,-1.5120087,1.5120087
345.88437,340.03363,-5.8507385,5.8507385,346.3004,0.41604614,0.41604614,346.597,0.71261597,0.71261597
96.68257,98.64525,1.962677,1.962677,100.54128,3.8587112,3.8587112,100.32342,3.6408463,3.6408463
129.80965,127.54372,-2.2659302,2.2659302,126.022804,-3.7868423,3.7868423,126.22521,-3.5844345,3.5844345
29.833977,29.484358,-0.3496189,0.3496189,29.223873,-0.6101036,0.6101036,29.187618,-0.6463585,0.6463585
85.33985,86.551254,1.2114029,1.2114029,85.60749,0.26763916,0.26763916,85.94639,0.60653687,0.60653687
320.0618,321.4599,1.3981018,1.3981018,321.38928,1.3274841,1.3274841,321.14636,1.0845642,1.0845642
125.224396,122.16275,-3.0616455,3.0616455,123.73149,-1.4929047,1.4929047,124.03089,-1.1935043,1.1935043
220.81242,220.72523,-0.08718872,0.08718872,222.112,1.2995758,1.2995758,221.95445,1.1420288,1.1420288
83.364586,80.3705,-2.9940872,2.9940872,82.2312,-1.1333847,1.1333847,82.16961,-1.1949768,1.1949768
286.47168,279.4894,-6.9822693,6.9822693,278.08603,-8.385651,8.385651,278.56027,-7.9114075,7.9114075
230.53146,234.88376,4.352295,4.352295,235.24525,4.713791,4.713791,234.60512,4.073654,4.073654
28.339453,29.75345,1.4139977,1.4139977,28.564966,0.22551346,0.22551346,28.499138,0.15968513,0.15968513
30.744602,30.0023,-0.74230194,0.74230194,29.714447,-1.0301552,1.0301552,29.73948,-1.0051231,1.0051231
139.00735,136.05453,-2.9528198,2.9528198,136.83527,-2.1720886,2.1720886,136.537,-2.4703522,2.4703522
54.224625,53.245647,-0.9789772,0.9789772,53.839638,-0.38498688,0.38498688,53.827393,-0.39723206,0.39723206
263.56256,265.54584,1.9832764,1.9832764,266.2381,2.675537,2.675537,265.6807,2.1181335,2.1181335
335.75067,330.3241,-5.4265747,5.4265747,331.05887,-4.691803,4.691803,330.5321,-5.218567,5.218567
79.90093,79.767456,-0.13347626,0.13347626,78.72524,-1.1756897,1.1756897,78.589005,-1.3119278,1.3119278
177.6462,177.5939,-0.05229187,0.05229187,177.87093,0.22473145,0.22473145,177.86494,0.21875,0.21875
243.15648,243.53679,0.38031006,0.38031006,242.4444,-0.7120819,0.7120819,241.99547,-1.1610107,1.1610107
143.79742,148.05934,4.261917,4.261917,144.2169,0.41947937,0.41947937,144.19337,0.39595032,0.39595032
93.11218,93.36826,0.25608063,0.25608063,91.82348,-1.2887039,1.2887039,91.61979,-1.4923935,1.4923935
49.629528,51.68471,2.0551834,2.0551834,51.003223,1.3736954,1.3736954,50.839653,1.210125,1.210125
202.34402,203.88411,1.5400848,1.5400848,203.3606,1.016571,1.016571,203.06859,0.7245636,0.7245636
104.0518,102.44988,-1.6019211,1.6019211,102.52181,-1.5299911,1.5299911,102.206184,-1.8456192,1.8456192
183.89705,181.04724,-2.8498077,2.8498077,180.9669,-2.9301453,2.9301453,181.0275,-2.8695526,2.8695526
173.80557,173.08794,-0.7176361,0.7176361,175.26378,1.4582062,1.4582062,175.48824,1.682663,1.682663
88.51171,94.77463,6.2629166,6.2629166,90.12962,1.6179123,1.6179123,90.51747,2.0057602,2.0057602
114.9772,115.35375,0.37654877,0.37654877,115.72118,0.7439804,0.7439804,115.97315,0.9959488,0.9959488
210.73007,210.31242,-0.41764832,0.41764832,210.30098,-0.4290924,0.4290924,210.22525,-0.5048218,0.5048218
117.007866,118.46162,1.4537506,1.4537506,118.22418,1.2163162,1.2163162,118.17477,1.1669006,1.1669006
236.53148,225.63332,-10.898163,10.898163,230.00102,-6.5304565,6.5304565,229.32796,-7.2035217,7.2035217
220.06274,217.62622,-2.4365234,2.4365234,217.69724,-2.365509,2.365509,217.51851,-2.5442352,2.5442352
86.59368,85.43812,-1.1555634,1.1555634,86.41688,-0.17680359,0.17680359,86.209694,-0.38398743,0.38398743
287.9694,291.82904,3.8596497,3.8596497,291.794,3.8246155,3.8246155,291.56766,3.5982666,3.5982666
65.50965,64.87122,-0.63842773,0.63842773,65.87646,0.36680603,0.36680603,65.72675,0.21710205,0.21710205
291.48752,285.56766,-5.919861,5.919861,286.40497,-5.08255,5.08255,286.3985,-5.08902,5.08902
13.494786,14.086934,0.5921478,0.5921478,13.877959,0.383173,0.383173,13.798324,0.30353737,0.30353737
306.71817,305.73676,-0.9814148,0.9814148,303.7487,-2.9694824,2.9694824,303.5157,-3.2024841,3.2024841
345.06244,341.4905,-3.57193,3.57193,344.67242,-0.39001465,0.39001465,343.6498,-1.4126282,1.4126282
31.981453,30.622438,-1.3590145,1.3590145,30.841593,-1.1398602,1.1398602,30.85391,-1.1275425,1.1275425
150.39902,148.54745,-1.8515625,1.8515625,148.0689,-2.330124,2.330124,147.75282,-2.6461945,2.6461945
38.118473,34.507492,-3.610981,3.610981,34.55935,-3.559124,3.559124,34.62442,-3.494053,3.494053
259.12476,255.27988,-3.8448792,3.8448792,256.7887,-2.3360596,2.3360596,257.16425,-1.9605103,1.9605103
92.95822,92.61798,-0.34024048,0.34024048,92.069984,-0.888237,0.888237,91.7642,-1.1940231,1.1940231
135.10744,135.94144,0.83399963,0.83399963,136.79538,1.6879425,1.6879425,137.02731,1.9198761,1.9198761
328.46628,329.2682,0.8019104,0.8019104,331.19855,2.7322693,2.7322693,331.2505,2.7842102,2.7842102
164.60976,166.68498,2.0752258,2.0752258,164.43755,-0.1722107,0.1722107,164.30605,-0.30371094,0.30371094
221.18391,221.98108,0.7971649,0.7971649,222.01508,0.8311615,0.8311615,221.47789,0.29397583,0.29397583
122.283455,121.84623,-0.43722534,0.43722534,121.724365,-0.55908966,0.55908966,121.6676,-0.61585236,0.61585236
42.715553,40.838673,-1.8768806,1.8768806,41.771526,-0.94402695,0.94402695,41.75881,-0.95674515,0.95674515
342.95847,341.14032,-1.8181458,1.8181458,340.45474,-2.5037231,2.5037231,339.99103,-2.9674377,2.9674377
41.580307,43.78454,2.2042313,2.2042313,42.476612,0.8963051,0.8963051,42.30736,0.7270546,0.7270546
40.06932,38.556145,-1.513176,1.513176,39.211784,-0.8575363,0.8575363,39.096626,-0.9726944,0.9726944
316.053,315.22556,-0.8274536,0.8274536,318.71002,2.657013,2.657013,318.14047,2.0874634,2.0874634
322.25073,323.8785,1.6277771,1.6277771,324.24167,1.9909363,1.9909363,323.81604,1.5653076,1.5653076
174.88121,175.86105,0.97984314,0.97984314,174.40102,-0.4801941,0.4801941,174.34068,-0.54052734,0.54052734
92.81251,97.775375,4.9628677,4.9628677,96.50149,3.68898,3.68898,96.42636,3.6138535,3.6138535
43.370903,42.937458,-0.43344498,0.43344498,44.06657,0.69566727,0.69566727,44.069405,0.6985016,0.6985016
241.39061,244.05836,2.6677551,2.6677551,241.18723,-0.2033844,0.2033844,240.92474,-0.4658661,0.4658661
91.886795,87.68093,-4.205864,4.205864,89.18399,-2.7028046,2.7028046,89.08986,-2.796936,2.796936
135.7601,138.85735,3.0972443,3.0972443,135.43848,-0.32162476,0.32162476,136.92192,1.1618195,1.1618195
110.24198,109.9314,-0.31058502,0.31058502,109.92071,-0.3212738,0.3212738,109.97215,-0.2698288,0.2698288
16.584791,17.197512,0.6127205,0.6127205,17.167057,0.58226585,0.58226585,17.146227,0.5614357,0.5614357
256.48416,253.93921,-2.5449524,2.5449524,253.4284,-3.0557556,3.0557556,252.95445,-3.5297089,3.5297089
18.521013,18.156912,-0.3641014,0.3641014,18.358774,-0.16223907,0.16223907,18.249537,-0.27147675,0.27147675
212.46979,208.34839,-4.121399,4.121399,209.88548,-2.5843048,2.5843048,209.64531,-2.8244781,2.8244781
40.934338,41.02458,0.09024048,0.09024048,41.85954,0.9252014,0.9252014,41.846172,0.9118347,0.9118347
122.0939,122.57829,0.48439026,0.48439026,122.21367,0.119766235,0.119766235,122.669174,0.5752716,0.5752716
91.20435,91.07596,-0.12839508,0.12839508,92.778915,1.5745621,1.5745621,92.56813,1.3637772,1.3637772
340.12515,339.41806,-0.7070923,0.7070923,344.74936,4.6242065,4.6242065,343.84348,3.7183228,3.7183228
304.44684,304.49384,0.04699707,0.04699707,303.1653,-1.2815247,1.2815247,302.54254,-1.9042969,1.9042969
99.29224,104.65933,5.367096,5.367096,101.80286,2.51062,2.51062,102.01687,2.7246323,2.7246323
134.15613,137.15045,2.9943237,2.9943237,139.09232,4.9361877,4.9361877,138.9285,4.7723694,4.7723694
89.413994,90.39762,0.9836273,0.9836273,91.282455,1.8684616,1.8684616,91.20923,1.7952347,1.7952347
45.509827,42.963997,-2.5458298,2.5458298,43.703777,-1.8060493,1.8060493,43.57043,-1.9393959,1.9393959
104.961,101.02729,-3.9337082,3.9337082,100.03563,-4.9253693,4.9253693,99.81432,-5.146675,5.146675
139.60152,146.0863,6.484787,6.484787,144.78511,5.1835938,5.1835938,144.6802,5.0786896,5.0786896
36.677044,35.177406,-1.4996376,1.4996376,34.647133,-2.029911,2.029911,34.636456,-2.0405884,2.0405884
24.906242,24.553757,-0.35248566,0.35248566,24.81606,-0.09018326,0.09018326,24.919966,0.013723373,0.013723373
53.395187,53.485943,0.09075546,0.09075546,54.055008,0.65982056,0.65982056,53.776726,0.3815384,0.3815384
24.133186,27.122416,2.9892292,2.9892292,25.332981,1.1997948,1.1997948,25.208126,1.0749397,1.0749397
313.12448,316.3487,3.2242126,3.2242126,311.30347,-1.8210144,1.8210144,311.16318,-1.9613037,1.9613037
156.82968,160.65306,3.8233795,3.8233795,159.11801,2.28833,2.28833,159.14632,2.3166351,2.3166351
127.41337,122.49611,-4.917259,4.917259,126.69454,-0.7188263,0.7188263,126.77948,-0.63388824,0.63388824
103.43436,99.68689,-3.747467,3.747467,99.05905,-4.375305,4.375305,98.875046,-4.559311,4.559311
98.84786,97.385155,-1.4627075,1.4627075,98.05427,-0.79359436,0.79359436,97.96095,-0.8869095,0.8869095
122.6725,124.39752,1.7250214,1.7250214,125.40819,2.7356873,2.7356873,125.18069,2.5081863,2.5081863
112.574646,118.091934,5.517288,5.517288,117.35373,4.7790833,4.7790833,116.91542,4.3407745,4.3407745
346.34326,347.2399,0.89663696,0.89663696,351.13116,4.787903,4.787903,350.4742,4.130951,4.130951
145.85893,145.05846,-0.8004761,0.8004761,142.7908,-3.0681305,3.0681305,142.94536,-2.9135742,2.9135742
120.51643,115.42101,-5.095421,5.095421,117.073425,-3.4430084,3.4430084,116.9051,-3.6113358,3.6113358
318.29,311.05725,-7.2327576,7.2327576,311.05548,-7.2345276,7.2345276,310.31644,-7.973572,7.973572
264.85562,259.6098,-5.245819,5.245819,262.60986,-2.245758,2.245758,262.06815,-2.7874756,2.7874756
171.07098,170.51016,-0.56082153,0.56082153,171.52567,0.4546814,0.4546814,171.42526,0.35427856,0.35427856
169.835,172.21716,2.3821564,2.3821564,173.07498,3.239975,3.239975,172.932,3.0970001,3.0970001
194.31248,190.3926,-3.9198914,3.9198914,191.87245,-2.440033,2.440033,191.55365,-2.7588348,2.7588348
167.94592,166.26215,-1.6837769,1.6837769,163.70737,-4.238556,4.238556,163.86157,-4.0843506,4.0843506
41.974796,45.256645,3.281849,3.281849,43.897533,1.9227371,1.9227371,43.800484,1.8256874,1.8256874
321.8102,313.9627,-7.8475037,7.8475037,318.7405,-3.0697021,3.0697021,318.209,-3.6011963,3.6011963
150.2026,154.14606,3.943451,3.943451,149.8875,-0.31510925,0.31510925,149.87465,-0.32795715,0.32795715
258.67075,257.8007,-0.87005615,0.87005615,257.52423,-1.1465149,1.1465149,256.8993,-1.7714539,1.7714539
191.81747,189.59584,-2.221634,2.221634,187.4049,-4.412567,4.412567,187.49701,-4.320465,4.320465
265.12497,263.29968,-1.8252869,1.8252869,267.10324,1.9782715,1.9782715,267.07504,1.9500732,1.9500732
69.12853,70.25052,1.1219864,1.1219864,69.222176,0.09364319,0.09364319,69.30921,0.18067932,0.18067932
76.663704,75.37336,-1.2903442,1.2903442,74.55397,-2.1097336,2.1097336,74.63419,-2.0295105,2.0295105
42.641357,43.96879,1.3274307,1.3274307,44.2559,1.6145439,1.6145439,44.03832,1.3969612,1.3969612
342.34308,337.39676,-4.9463196,4.9463196,335.86133,-6.4817505,6.4817505,335.41577,-6.927307,6.927307
174.57777,171.20964,-3.3681335,3.3681335,170.62245,-3.9553223,3.9553223,170.17752,-4.4002533,4.4002533
312.27902,311.9006,-0.37841797,0.37841797,311.05945,-1.219574,1.219574,310.5078,-1.7712097,1.7712097
116.4735,115.74172,-0.731781,0.731781,116.430016,-0.04348755,0.04348755,116.30366,-0.16984558,0.16984558
262.0286,262.07227,0.043670654,0.043670654,262.924,0.89541626,0.89541626,262.39355,0.36495972,0.36495972
57.597626,61.843685,4.2460594,4.2460594,60.51811,2.9204826,2.9204826,60.470062,2.8724365,2.8724365
108.75285,105.90805,-2.8448029,2.8448029,108.65322,-0.09963226,0.09963226,108.32662,-0.42623138,0.42623138
192.1982,188.57634,-3.6218567,3.6218567,188.80396,-3.3942413,3.3942413,188.56245,-3.6357422,3.6357422
86.195045,87.524605,1.3295593,1.3295593,85.762054,-0.43299103,0.43299103,85.69545,-0.49959564,0.49959564
27.263073,29.213923,1.9508495,1.9508495,28.247309,0.98423576,0.98423576,27.92734,0.6642666,0.6642666
149.70924,148.40025,-1.3089905,1.3089905,151.13074,1.4214935,1.4214935,151.05464,1.345398,1.345398
269.02094,269.7424,0.72146606,0.72146606,269.1459,0.12496948,0.12496948,268.94666,-0.074279785,0.074279785
148.91626,145.38795,-3.528305,3.528305,147.13574,-1.7805176,1.7805176,147.08295,-1.833313,1.833313
219.68758,217.76328,-1.9243011,1.9243011,215.52055,-4.1670227,4.1670227,216.00461,-3.6829681,3.6829681
54.582077,55.06447,0.48239136,0.48239136,54.797005,0.21492767,0.21492767,54.694035,0.11195755,0.11195755
212.29173,209.66656,-2.6251678,2.6251678,210.88907,-1.4026642,1.4026642,210.4899,-1.8018341,1.8018341
227.76122,228.6182,0.85697937,0.85697937,231.79498,4.0337677,4.0337677,231.38225,3.6210327,3.6210327
220.71907,216.4483,-4.270767,4.270767,215.28224,-5.4368286,5.4368286,214.8583,-5.8607635,5.8607635
54.298317,55.530293,1.2319756,1.2319756,54.611706,0.31338882,0.31338882,54.544815,0.24649811,0.24649811
190.24391,188.1841,-2.0598145,2.0598145,186.85936,-3.384552,3.384552,186.65012,-3.5937958,3.5937958
84.2113,82.82403,-1.3872757,1.3872757,82.032166,-2.1791382,2.1791382,81.83732,-2.3739853,2.3739853
186.8753,189.09502,2.2197113,2.2197113,185.39091,-1.4843903,1.4843903,185.41269,-1.462616,1.462616
272.49655,275.605,3.1084595,3.1084595,273.02777,0.5312195,0.5312195,272.6686,0.1720581,0.1720581
258.55972,252.07088,-6.488846,6.488846,253.90742,-4.652298,4.652298,254.0287,-4.531021,4.531021
248.47185,246.2101,-2.2617493,2.2617493,245.9272,-2.5446472,2.5446472,246.12099,-2.3508606,2.3508606
71.009186,69.6404,-1.368782,1.368782,71.81523,0.80604553,0.80604553,71.65268,0.64349365,0.64349365
310.06317,312.97296,2.90979,2.90979,311.75192,1.6887512,1.6887512,311.4646,1.4014282,1.4014282
193.94229,201.62303,7.6807404,7.6807404,201.28203,7.339737,7.339737,201.41963,7.4773407,7.4773407
246.96974,246.19441,-0.7753296,0.7753296,246.16075,-0.8089905,0.8089905,246.22115,-0.7485962,0.7485962
262.82437,260.82758,-1.9967957,1.9967957,262.0104,-0.81396484,0.81396484,261.76047,-1.0639038,1.0639038
323.53967,325.27322,1.733551,1.733551,323.6183,0.07861328,0.07861328,323.39377,-0.14590454,0.14590454
334.9062,324.1871,-10.719086,10.719086,324.12497,-10.7812195,10.7812195,323.92038,-10.985809,10.985809
175.07814,174.54901,-0.529129,0.529129,172.22444,-2.8536987,2.8536987,171.72343,-3.3547058,3.3547058
220.70425,223.84729,3.143036,3.143036,220.48369,-0.2205658,0.2205658,220.43112,-0.27313232,0.27313232
184.4124,187.7594,3.3470001,3.3470001,187.51495,3.1025543,3.1025543,186.9831,2.570694,2.570694
212.32942,207.4723,-4.8571167,4.8571167,206.47145,-5.857971,5.857971,206.63844,-5.690979,5.690979
270.40955,265.07654,-5.333008,5.333008,264.65945,-5.7500916,5.7500916,264.84317,-5.5663757,5.5663757
271.95673,272.1393,0.18258667,0.18258667,266.78036,-5.176361,5.176361,267.22806,-4.728668,4.728668
316.37567,322.5935,6.2178345,6.2178345,320.28622,3.910553,3.910553,319.44803,3.0723572,3.0723572
173.95355,172.90042,-1.0531311,1.0531311,174.11668,0.16313171,0.16313171,173.9821,0.028549194,0.028549194
337.69,340.48184,2.7918396,2.7918396,341.14813,3.45813,3.45813,340.28256,2.5925598,2.5925598
187.43883,186.88197,-0.55685425,0.55685425,187.15857,-0.28025818,0.28025818,186.67697,-0.7618561,0.7618561
153.64682,152.5487,-1.098114,1.098114,156.27565,2.62883,2.62883,156.40126,2.7544403,2.7544403
271.82895,264.9625,-6.866455,6.866455,267.1154,-4.713562,4.713562,266.45837,-5.370575,5.370575
313.18738,299.01172,-14.175659,14.175659,306.30167,-6.8857117,6.8857117,305.9492,-7.2381897,7.2381897
191.24998,194.46582,3.2158356,3.2158356,193.29173,2.041748,2.041748,193.0995,1.8495178,1.8495178
46.882973,48.14504,1.2620659,1.2620659,48.321568,1.4385948,1.4385948,48.370163,1.4871902,1.4871902
220.20692,222.45049,2.2435608,2.2435608,222.99742,2.7904968,2.7904968,222.42581,2.2188873,2.2188873
346.7192,342.9048,-3.8144226,3.8144226,344.86945,-1.849762,1.849762,343.94522,-2.7739868,2.7739868
186.04817,188.16722,2.119049,2.119049,185.56825,-0.47991943,0.47991943,185.31445,-0.7337189,0.7337189
170.07774,166.75893,-3.3188171,3.3188171,171.06981,0.9920654,0.9920654,170.98831,0.91056824,0.91056824
11.949339,12.679853,0.7305145,0.7305145,12.216833,0.2674942,0.2674942,12.158078,0.20873928,0.20873928
99.04302,100.19838,1.1553574,1.1553574,98.463905,-0.5791168,0.5791168,98.193184,-0.84983826,0.84983826
103.597855,98.70348,-4.894371,4.894371,100.79559,-2.8022614,2.8022614,100.57369,-3.0241623,3.0241623
338.25925,330.3735,-7.885742,7.885742,328.88022,-9.379028,9.379028,328.1972,-10.062042,10.062042
284.46585,290.3946,5.9287415,5.9287415,291.10736,6.64151,6.64151,290.80368,6.3378296,6.3378296
112.91868,114.53104,1.6123581,1.6123581,115.945595,3.0269165,3.0269165,115.73804,2.8193588,2.8193588
213.52687,208.4859,-5.04097,5.04097,207.94493,-5.5819397,5.5819397,207.73895,-5.787918,5.787918
289.144,288.231,-0.9130249,0.9130249,289.40207,0.25805664,0.25805664,289.53915,0.3951416,0.3951416
79.41547,76.13458,-3.2808838,3.2808838,78.25554,-1.1599274,1.1599274,78.28882,-1.126648,1.126648
192.59407,181.70325,-10.890823,10.890823,184.7617,-7.832367,7.832367,184.79709,-7.796982,7.796982
317.18817,319.6495,2.4613342,2.4613342,322.33078,5.1426086,5.1426086,321.66708,4.4789124,4.4789124
340.39767,324.94077,-15.456909,15.456909,326.9023,-13.495361,13.495361,326.42432,-13.973358,13.973358
179.3268,176.77605,-2.5507507,2.5507507,179.16248,-0.1643219,0.1643219,179.47612,0.14932251,0.14932251
21.340343,19.858837,-1.4815063,1.4815063,19.517502,-1.8228416,1.8228416,19.355345,-1.9849987,1.9849987
223.55139,226.75986,3.2084656,3.2084656,224.19084,0.6394501,0.6394501,223.71992,0.16853333,0.16853333
151.68755,150.5266,-1.1609497,1.1609497,152.94334,1.2557983,1.2557983,152.84264,1.1550903,1.1550903
308.41647,306.88324,-1.5332336,1.5332336,306.07913,-2.3373413,2.3373413,305.3299,-3.0865784,3.0865784
269.63623,267.67233,-1.9638977,1.9638977,267.45963,-2.1766052,2.1766052,266.9072,-2.7290344,2.7290344
150.25002,153.57948,3.3294678,3.3294678,151.51971,1.2696991,1.2696991,151.82576,1.5757446,1.5757446
264.4859,262.91382,-1.5720825,1.5720825,262.4144,-2.0715027,2.0715027,262.47568,-2.0102234,2.0102234
37.72957,36.20059,-1.5289803,1.5289803,36.49329,-1.2362785,1.2362785,36.580917,-1.1486511,1.1486511
90.21455,86.26995,-3.9445953,3.9445953,89.210556,-1.0039902,1.0039902,89.12629,-1.0882568,1.0882568
13.631074,15.140714,1.5096397,1.5096397,14.154756,0.52368164,0.52368164,14.051906,0.42083168,0.42083168
41.541775,41.48925,-0.052524567,0.052524567,42.015606,0.47383118,0.47383118,42.35158,0.8098068,0.8098068
221.68658,219.98726,-1.6993256,1.6993256,221.24628,-0.44030762,0.44030762,221.16573,-0.52085876,0.52085876
301.3131,303.49866,2.1855469,2.1855469,300.69214,-0.6209717,0.6209717,301.25592,-0.05718994,0.05718994
233.42194,236.4826,3.060669,3.060669,233.6892,0.2672577,0.2672577,233.58067,0.15873718,0.15873718
159.81203,156.65395,-3.158081,3.158081,159.82455,0.012527466,0.012527466,160.1896,0.37757874,0.37757874
94.35462,98.59601,4.2413864,4.2413864,98.72199,4.3673706,4.3673706,98.5991,4.2444763,4.2444763
124.247406,109.828224,-14.419182,14.419182,124.40042,0.15301514,0.15301514,124.92173,0.67432404,0.67432404
96.24615,99.9593,3.71315,3.71315,99.677605,3.4314575,3.4314575,99.58553,3.339386,3.339386
219.53123,219.5622,0.030960083,0.030960083,216.04654,-3.4846954,3.4846954,216.88629,-2.6449432,2.6449432
148.81197,146.8571,-1.9548645,1.9548645,146.1272,-2.6847687,2.6847687,145.93695,-2.8750153,2.8750153
48.16095,47.96157,-0.19937897,0.19937897,46.991936,-1.169014,1.169014,47.03861,-1.1223412,1.1223412
185.37343,184.86751,-0.5059204,0.5059204,189.66115,4.2877197,4.2877197,189.77396,4.400528,4.400528
174.24348,177.24522,3.0017395,3.0017395,177.57385,3.330368,3.330368,177.40721,3.1637268,3.1637268
341.93686,337.31638,-4.6204834,4.6204834,336.8719,-5.064972,5.064972,336.15924,-5.7776184,5.7776184
306.47095,314.7959,8.324951,8.324951,311.43698,4.966034,4.966034,311.0608,4.5898438,4.5898438
50.511913,54.338486,3.8265724,3.8265724,52.15849,1.6465759,1.6465759,51.972588,1.4606743,1.4606743
118.55157,119.11102,0.5594559,0.5594559,119.19551,0.6439438,0.6439438,119.05484,0.503273,0.503273
61.62511,60.09978,-1.5253296,1.5253296,59.00664,-2.6184692,2.6184692,58.937515,-2.6875954,2.6875954
113.25513,113.58333,0.3282013,0.3282013,113.89605,0.64092255,0.64092255,113.506165,0.2510376,0.2510376
