E_true,E_pred_1,Error_1,|Error_1|,E_pred_2,Error_2,|Error_2|,E_pred_3,Error_3,|Error_3|
292.27084,295.6924,3.4215698,3.4215698,295.2895,3.0186462,3.0186462,294.85315,2.582306,2.582306
56.460293,57.04016,0.5798683,0.5798683,57.13068,0.67038727,0.67038727,57.040348,0.58005524,0.58005524
169.22902,167.6635,-1.5655212,1.5655212,170.8727,1.6436768,1.6436768,170.65433,1.4253082,1.4253082
183.45935,182.3792,-1.0801544,1.0801544,185.24226,1.7829132,1.7829132,185.0347,1.5753479,1.5753479
340.64844,340.08252,-0.56591797,0.56591797,344.368,3.719574,3.719574,342.84494,2.1965027,2.1965027
249.3117,254.96242,5.650711,5.650711,252.01212,2.700409,2.700409,251.90706,2.5953522,2.5953522
340.74814,340.53738,-0.2107544,0.2107544,344.3016,3.5534668,3.5534668,343.44257,2.6944275,2.6944275
185.96733,191.11694,5.1496124,5.1496124,188.02985,2.0625153,2.0625153,187.986,2.0186615,2.0186615
74.01913,75.54245,1.523323,1.523323,74.992195,0.97306824,0.97306824,74.86282,0.8436966,0.8436966
331.71088,334.37872,2.6678467,2.6678467,334.9421,3.2312317,3.2312317,334.65518,2.9443054,2.9443054
58.54897,58.88278,0.3338089,0.3338089,59.418472,0.869503,0.869503,59.392117,0.8431473,0.8431473
135.81485,138.60838,2.7935333,2.7935333,137.87991,2.0650635,2.0650635,138.29861,2.4837646,2.4837646
176.56372,175.77698,-0.78674316,0.78674316,178.60532,2.0415955,2.0415955,178.46844,1.9047241,1.9047241
119.0135,117.08215,-1.9313431,1.9313431,121.46291,2.449417,2.449417,122.04409,3.0305939,3.0305939
83.97948,82.14264,-1.8368378,1.8368378,85.25554,1.276062,1.276062,85.28665,1.3071747,1.3071747
228.80103,222.57924,-6.2217865,6.2217865,233.4928,4.6917725,4.6917725,234.33965,5.53862,5.53862
237.50331,238.52084,1.0175323,1.0175323,239.93398,2.430664,2.430664,239.7353,2.2319946,2.2319946
146.11664,141.49582,-4.620819,4.620819,148.11977,2.003128,2.003128,148.03082,1.9141846,1.9141846
48.06963,47.408176,-0.66145325,0.66145325,48.694454,0.6248245,0.6248245,48.535427,0.46579742,0.46579742
173.90627,174.96089,1.0546265,1.0546265,175.81839,1.9121246,1.9121246,175.85007,1.9438019,1.9438019
262.56552,258.27216,-4.2933655,4.2933655,265.6162,3.0506897,3.0506897,265.6658,3.1002808,3.1002808
113.899284,109.14761,-4.751671,4.751671,115.10748,1.2081985,1.2081985,114.896225,0.9969406,0.9969406
186.82661,191.31935,4.492737,4.492737,188.60011,1.7734985,1.7734985,188.31021,1.4835968,1.4835968
250.49677,246.60602,-3.890747,3.890747,253.54759,3.050827,3.050827,253.35188,2.8551178,2.8551178
96.34681,96.12799,-0.21881866,0.21881866,97.37676,1.029953,1.029953,97.288864,0.94205475,0.94205475
77.82842,82.03361,4.205185,4.205185,78.6955,0.8670807,0.8670807,78.60541,0.77698517,0.77698517
89.22179,84.92479,-4.296997,4.296997,90.23671,1.0149231,1.0149231,90.2313,1.0095139,1.0095139
244.12498,240.47719,-3.6477966,3.6477966,246.95207,2.8270874,2.8270874,246.7405,2.615509,2.615509
13.873049,13.942244,0.06919479,0.06919479,14.283311,0.4102621,0.4102621,14.239067,0.3660183,0.3660183
16.879702,16.430792,-0.44890976,0.44890976,17.30195,0.42224884,0.42224884,17.128145,0.2484436,0.2484436
225.95656,226.73825,0.7816925,0.7816925,228.17334,2.2167816,2.2167816,227.85039,1.8938293,1.8938293
103.60083,101.057236,-2.5435944,2.5435944,104.72981,1.1289825,1.1289825,104.61046,1.0096283,1.0096283
190.26677,187.61188,-2.654892,2.654892,192.37431,2.107544,2.107544,192.2965,2.0297241,2.0297241
289.95554,283.62283,-6.3327026,6.3327026,292.64154,2.6860046,2.6860046,292.17593,2.220398,2.220398
165.77129,161.81639,-3.954895,3.954895,167.5406,1.7693176,1.7693176,167.36441,1.5931244,1.5931244
273.96854,280.4942,6.5256653,6.5256653,278.17084,4.202301,4.202301,278.45813,4.4895935,4.4895935
161.07803,163.32265,2.2446136,2.2446136,162.70247,1.6244354,1.6244354,162.61612,1.5380859,1.5380859
88.471695,88.83346,0.361763,0.361763,89.47252,1.000824,1.000824,89.35877,0.88707733,0.88707733
240.57472,241.9121,1.3373718,1.3373718,243.0889,2.5141754,2.5141754,242.9655,2.3907776,2.3907776
175.7656,177.35417,1.5885773,1.5885773,178.02937,2.2637787,2.2637787,177.8621,2.0965118,2.0965118
120.913864,125.21899,4.3051224,4.3051224,122.208855,1.2949905,1.2949905,122.003075,1.0892105,1.0892105
192.53134,196.36882,3.8374786,3.8374786,194.88412,2.3527832,2.3527832,194.78288,2.2515411,2.2515411
203.59344,199.73198,-3.8614655,3.8614655,205.95769,2.3642426,2.3642426,205.92538,2.3319397,2.3319397
333.25052,330.5676,-2.6829224,2.6829224,337.2132,3.962677,3.962677,336.98584,3.735321,3.735321
207.59366,209.59668,2.0030212,2.0030212,209.7326,2.1389465,2.1389465,209.5519,1.9582367,1.9582367
318.87228,320.66022,1.7879333,1.7879333,321.86392,2.9916382,2.9916382,321.6227,2.7504272,2.7504272
148.68172,145.81355,-2.868164,2.868164,150.96198,2.2802582,2.2802582,151.11986,2.4381409,2.4381409
98.617134,95.869194,-2.74794,2.74794,100.1278,1.5106659,1.5106659,100.20129,1.5841522,1.5841522
161.2887,160.11821,-1.1704865,1.1704865,163.34966,2.0609589,2.0609589,163.61075,2.322052,2.322052
29.689447,27.580357,-2.1090908,2.1090908,30.3319,0.64245224,0.64245224,30.457325,0.7678776,0.7678776
173.80208,176.21532,2.4132385,2.4132385,175.69302,1.8909454,1.8909454,175.65753,1.8554535,1.8554535
39.189186,39.898155,0.7089691,0.7089691,39.72361,0.5344238,0.5344238,39.689545,0.5003586,0.5003586
81.91796,83.290665,1.3727036,1.3727036,82.77861,0.8606491,0.8606491,82.77177,0.85380554,0.85380554
242.45,240.70764,-1.7423553,1.7423553,244.91582,2.4658203,2.4658203,244.72878,2.278778,2.278778
280.33344,285.93558,5.6021423,5.6021423,283.66315,3.329712,3.329712,283.63464,3.3012085,3.3012085
336.19855,329.06525,-7.133301,7.133301,342.681,6.4824524,6.4824524,341.84586,5.6473083,5.6473083
67.441025,70.958786,3.5177612,3.5177612,68.27691,0.8358841,0.8358841,68.10992,0.6688919,0.6688919
208.15227,207.20569,-0.946579,0.946579,210.2384,2.0861359,2.0861359,210.0598,1.9075317,1.9075317
229.67273,231.9748,2.302063,2.302063,232.01378,2.3410492,2.3410492,231.75108,2.078354,2.078354
99.85574,100.50817,0.6524277,0.6524277,100.88811,1.0323639,1.0323639,100.71055,0.854805,0.854805
172.89021,171.54576,-1.3444519,1.3444519,174.82436,1.9341431,1.9341431,174.83444,1.9442291,1.9442291
222.84001,223.90457,1.0645599,1.0645599,225.26562,2.4256134,2.4256134,225.12637,2.2863617,2.2863617
317.18732,315.0045,-2.1828308,2.1828308,320.52,3.332672,3.332672,320.25293,3.0656128,3.0656128
271.33295,271.75198,0.41903687,0.41903687,274.7197,3.3867493,3.3867493,274.5841,3.2511597,3.2511597
154.88284,152.98537,-1.8974762,1.8974762,156.60912,1.7262726,1.7262726,156.54924,1.6663971,1.6663971
101.3367,99.3655,-1.971199,1.971199,102.367294,1.0305939,1.0305939,102.16543,0.8287277,0.8287277
294.27817,292.07108,-2.2070923,2.2070923,299.33624,5.058075,5.058075,299.4995,5.221344,5.221344
254.16023,248.39291,-5.7673187,5.7673187,257.36493,3.2046967,3.2046967,257.25925,3.0990143,3.0990143
107.413895,108.706635,1.2927399,1.2927399,109.2583,1.8444061,1.8444061,109.339165,1.9252701,1.9252701
78.40225,80.88885,2.4865952,2.4865952,79.25897,0.85672,0.85672,79.04847,0.64621735,0.64621735
178.54723,187.08304,8.535812,8.535812,180.37682,1.8295898,1.8295898,180.18265,1.6354218,1.6354218
188.13474,189.42513,1.29039,1.29039,189.95479,1.8200531,1.8200531,189.75296,1.6182251,1.6182251
290.9056,288.80774,-2.0978699,2.0978699,293.97498,3.0693665,3.0693665,293.64682,2.741211,2.741211
273.39337,269.86694,-3.5264282,3.5264282,276.39102,2.9976501,2.9976501,276.1966,2.8032227,2.8032227
64.1719,63.907368,-0.26453018,0.26453018,64.948204,0.77630615,0.77630615,65.1702,0.99829865,0.99829865
331.68732,331.46503,-0.22229004,0.22229004,335.7828,4.0954895,4.0954895,335.75024,4.0629272,4.0629272
83.539085,83.44875,-0.09033203,0.09033203,84.452774,0.91368866,0.91368866,84.40473,0.86564636,0.86564636
138.38039,138.88548,0.50509644,0.50509644,139.79424,1.4138489,1.4138489,139.54109,1.1607056,1.1607056
176.56894,178.12,1.5510559,1.5510559,179.00493,2.4359894,2.4359894,178.90681,2.3378754,2.3378754
196.0886,198.32951,2.240921,2.240921,198.05492,1.9663239,1.9663239,197.96205,1.8734589,1.8734589
271.16696,267.5989,-3.5680542,3.5680542,275.62045,4.453491,4.453491,275.973,4.8060303,4.8060303
204.53249,203.70201,-0.83047485,0.83047485,206.61249,2.0800018,2.0800018,206.4995,1.9670105,1.9670105
65.76373,69.466484,3.7027512,3.7027512,66.46675,0.7030182,0.7030182,66.48634,0.7226105,0.7226105
254.36266,250.47527,-3.8873901,3.8873901,257.21402,2.8513641,2.8513641,257.2069,2.8442535,2.8442535
65.72116,69.91724,4.1960754,4.1960754,66.666916,0.945755,0.945755,66.67115,0.9499893,0.9499893
14.061861,13.549689,-0.51217175,0.51217175,14.400151,0.3382902,0.3382902,14.40901,0.3471489,0.3471489
237.43748,240.98062,3.5431366,3.5431366,239.7435,2.306015,2.306015,239.5108,2.0733185,2.0733185
44.00484,43.856598,-0.14824295,0.14824295,44.582676,0.5778351,0.5778351,44.519012,0.5141716,0.5141716
246.98856,237.78194,-9.206619,9.206619,249.567,2.5784454,2.5784454,249.44789,2.4593353,2.4593353
286.12576,289.7675,3.6417236,3.6417236,289.95273,3.8269653,3.8269653,289.98334,3.8575745,3.8575745
58.020905,60.8337,2.8127937,2.8127937,58.644337,0.62343216,0.62343216,58.577236,0.55633163,0.55633163
261.65628,257.94196,-3.714325,3.714325,264.1847,2.5284119,2.5284119,263.89023,2.2339478,2.2339478
33.822895,35.177513,1.3546181,1.3546181,34.275116,0.45222092,0.45222092,34.21416,0.39126587,0.39126587
82.898705,82.38189,-0.5168152,0.5168152,83.84251,0.9438019,0.9438019,83.804756,0.90605164,0.90605164
309.654,310.7921,1.1381226,1.1381226,314.11047,4.456482,4.456482,314.21732,4.563324,4.563324
64.37738,63.790306,-0.5870743,0.5870743,65.09575,0.71836853,0.71836853,65.03082,0.6534424,0.6534424
338.12564,334.1634,-3.9622498,3.9622498,342.33212,4.206482,4.206482,342.24026,4.114624,4.114624
162.5308,163.54686,1.0160522,1.0160522,165.21211,2.681305,2.681305,165.54787,3.0170593,3.0170593
70.22785,71.98827,1.7604218,1.7604218,71.82008,1.5922318,1.5922318,72.43811,2.2102585,2.2102585
185.31714,188.75226,3.4351196,3.4351196,187.76852,2.4513855,2.4513855,187.7013,2.3841553,2.3841553
99.84481,96.78254,-3.062271,3.062271,100.90817,1.0633621,1.0633621,100.81728,0.97247314,0.97247314
191.04123,184.21626,-6.8249664,6.8249664,193.31746,2.2762299,2.2762299,193.28049,2.2392578,2.2392578
227.19185,223.24303,-3.948822,3.948822,230.47252,3.2806702,3.2806702,230.46628,3.2744293,3.2744293
268.78033,268.367,-0.41333008,0.41333008,271.34396,2.5636292,2.5636292,271.09555,2.315216,2.315216
315.66498,315.5626,-0.102386475,0.102386475,319.2983,3.6333313,3.6333313,318.95544,3.2904663,3.2904663
187.65755,184.6317,-3.0258484,3.0258484,189.4484,1.7908478,1.7908478,189.1749,1.5173492,1.5173492
203.37502,200.9534,-2.4216156,2.4216156,205.45714,2.0821228,2.0821228,205.23882,1.8638,1.8638
203.46397,205.65434,2.1903687,2.1903687,207.52202,4.0580444,4.0580444,207.83105,4.3670807,4.3670807
266.28418,266.55716,0.27297974,0.27297974,268.8457,2.5615234,2.5615234,268.50504,2.2208557,2.2208557
206.01697,207.90273,1.8857574,1.8857574,208.0256,2.0086365,2.0086365,207.71115,1.6941833,1.6941833
31.2748,30.91779,-0.3570099,0.3570099,31.76902,0.49422073,0.49422073,31.668152,0.3933525,0.3933525
215.15736,218.72595,3.5685883,3.5685883,218.1053,2.947937,2.947937,218.35889,3.2015228,3.2015228
210.54814,216.31474,5.7666016,5.7666016,212.61893,2.0707855,2.0707855,212.38898,1.8408356,1.8408356
101.55957,106.67216,5.112587,5.112587,102.72857,1.1689987,1.1689987,102.72355,1.1639786,1.1639786
274.3437,280.1831,5.8394165,5.8394165,277.1903,2.8466187,2.8466187,277.05127,2.7075806,2.7075806
102.53107,104.54007,2.0090027,2.0090027,103.63727,1.1062012,1.1062012,103.60036,1.0692902,1.0692902
96.00395,98.02151,2.0175552,2.0175552,96.98786,0.9839096,0.9839096,96.82489,0.8209381,0.8209381
236.07387,236.1156,0.041732788,0.041732788,238.91493,2.8410645,2.8410645,238.67607,2.6022034,2.6022034
90.034874,92.29652,2.2616425,2.2616425,91.0838,1.0489273,1.0489273,91.05114,1.0162659,1.0162659
43.92257,44.716293,0.79372406,0.79372406,44.46475,0.5421791,0.5421791,44.379494,0.45692444,0.45692444
74.72646,73.19763,-1.5288315,1.5288315,75.61596,0.88949585,0.88949585,75.516525,0.79006195,0.79006195
320.96893,321.97342,1.0044861,1.0044861,324.07877,3.1098328,3.1098328,323.84122,2.872284,2.872284
61.185658,64.52853,3.3428688,3.3428688,61.85281,0.6671524,0.6671524,61.731636,0.54597855,0.54597855
309.25012,314.43924,5.1891174,5.1891174,312.44263,3.192505,3.192505,312.21558,2.965454,2.965454
327.81512,323.62634,-4.1887817,4.1887817,331.28214,3.4670105,3.4670105,330.93674,3.1216125,3.1216125
160.02536,162.17609,2.1507263,2.1507263,161.90761,1.8822479,1.8822479,161.95152,1.9261627,1.9261627
63.408234,64.62258,1.2143478,1.2143478,64.12504,0.7168045,0.7168045,64.07107,0.66283417,0.66283417
128.08377,124.068275,-4.0154953,4.0154953,129.41649,1.3327179,1.3327179,129.26668,1.1829071,1.1829071
176.01572,170.30066,-5.7150574,5.7150574,177.70369,1.687973,1.687973,177.49152,1.4757996,1.4757996
288.04996,291.63992,3.5899658,3.5899658,291.72253,3.672577,3.672577,291.79797,3.7480164,3.7480164
10.5373125,12.208926,1.6716137,1.6716137,11.334795,0.7974825,0.7974825,11.291165,0.75385284,0.75385284
124.37486,120.46928,-3.9055862,3.9055862,126.43319,2.0583267,2.0583267,126.6565,2.281639,2.281639
329.93747,334.6665,4.7290344,4.7290344,333.76126,3.8237915,3.8237915,333.5969,3.6594238,3.6594238
115.64568,115.9462,0.30051422,0.30051422,116.97643,1.3307495,1.3307495,116.95015,1.3044662,1.3044662
275.1128,268.7449,-6.3678894,6.3678894,278.2616,3.1488037,3.1488037,278.22415,3.1113586,3.1113586
282.97147,283.02878,0.05731201,0.05731201,286.13562,3.164154,3.164154,286.01956,3.0480957,3.0480957
32.06682,32.54248,0.47566223,0.47566223,32.577145,0.5103264,0.5103264,32.50621,0.4393921,0.4393921
78.03515,81.036156,3.001007,3.001007,78.869354,0.8342056,0.8342056,78.7371,0.7019501,0.7019501
70.2105,70.095604,-0.11489868,0.11489868,70.97841,0.7679062,0.7679062,70.79754,0.58703613,0.58703613
296.15707,292.8354,-3.3216858,3.3216858,299.17065,3.0135803,3.0135803,299.01407,2.8569946,2.8569946
312.74698,321.52036,8.773376,8.773376,315.47403,2.7270508,2.7270508,315.12878,2.3818054,2.3818054
89.633095,91.03678,1.4036865,1.4036865,90.58122,0.94812775,0.94812775,90.499146,0.8660507,0.8660507
237.9574,240.90933,2.9519348,2.9519348,240.40358,2.4461823,2.4461823,240.19882,2.2414246,2.2414246
34.75979,34.321396,-0.43839264,0.43839264,35.285522,0.52573395,0.52573395,35.223633,0.4638443,0.4638443
61.04105,62.15801,1.1169586,1.1169586,61.708668,0.6676178,0.6676178,61.65181,0.61075974,0.61075974
140.53294,141.43883,0.9058838,0.9058838,142.16602,1.6330719,1.6330719,142.0218,1.4888611,1.4888611
218.78003,216.45941,-2.3206177,2.3206177,220.86296,2.0829315,2.0829315,220.52483,1.7447968,1.7447968
255.41806,248.91312,-6.504944,6.504944,258.1423,2.7242432,2.7242432,257.95178,2.533722,2.533722
174.44244,174.52492,0.082473755,0.082473755,176.38663,1.9441833,1.9441833,176.39104,1.9485931,1.9485931
345.5395,337.14206,-8.39743,8.39743,350.71594,5.1764526,5.1764526,350.35748,4.817993,4.817993
297.62793,303.4032,5.7752686,5.7752686,300.5121,2.8841553,2.8841553,300.2301,2.6021729,2.6021729
293.04407,291.22174,-1.8223267,1.8223267,296.42615,3.38208,3.38208,296.42535,3.3812866,3.3812866
198.58388,196.71289,-1.8709869,1.8709869,201.92462,3.340744,3.340744,202.42596,3.8420868,3.8420868
96.491936,95.09569,-1.3962479,1.3962479,97.63073,1.138794,1.138794,97.59871,1.1067734,1.1067734
264.12518,265.90308,1.7778931,1.7778931,266.71317,2.5879822,2.5879822,266.38867,2.2634888,2.2634888
110.47301,109.64585,-0.82715607,0.82715607,111.74923,1.2762222,1.2762222,111.48471,1.0117035,1.0117035
177.83731,180.80055,2.9632416,2.9632416,179.54878,1.7114716,1.7114716,179.25566,1.4183502,1.4183502
349.90683,346.5973,-3.3095398,3.3095398,353.3036,3.396759,3.396759,352.5937,2.6868591,2.6868591
94.86726,97.38732,2.5200577,2.5200577,95.83065,0.96338654,0.96338654,95.55354,0.6862793,0.6862793
107.341034,110.597435,3.256401,3.256401,108.60172,1.2606888,1.2606888,108.510925,1.1698914,1.1698914
296.34442,300.93616,4.591736,4.591736,299.7354,3.3909912,3.3909912,299.77304,3.4286194,3.4286194
135.32608,135.63278,0.30670166,0.30670166,136.73016,1.4040833,1.4040833,136.69543,1.3693542,1.3693542
43.524223,41.422607,-2.101616,2.101616,44.10479,0.5805664,0.5805664,44.041454,0.517231,0.517231
310.16504,306.61005,-3.5549927,3.5549927,313.09268,2.9276428,2.9276428,312.70438,2.5393372,2.5393372
197.5367,192.7344,-4.802292,4.802292,200.23003,2.6933289,2.6933289,200.09393,2.5572357,2.5572357
187.74968,182.55876,-5.190918,5.190918,190.54303,2.7933502,2.7933502,190.84715,3.0974731,3.0974731
226.6864,225.19316,-1.4932404,1.4932404,231.08472,4.3983154,4.3983154,231.37584,4.689438,4.689438
309.06525,309.01978,-0.04547119,0.04547119,313.1842,4.1189575,4.1189575,312.86108,3.7958374,3.7958374
17.286882,18.758217,1.4713345,1.4713345,17.680822,0.39393997,0.39393997,17.614658,0.32777596,0.32777596
165.95314,163.2065,-2.746643,2.746643,168.29173,2.3385925,2.3385925,168.41986,2.4667206,2.4667206
243.75006,247.97145,4.22139,4.22139,246.03859,2.2885284,2.2885284,245.73653,1.9864655,1.9864655
64.695404,63.654797,-1.0406075,1.0406075,65.414474,0.71907043,0.71907043,65.390854,0.6954498,0.6954498
182.62361,178.26549,-4.358124,4.358124,186.5234,3.8997955,3.8997955,186.9012,4.277588,4.277588
244.80077,246.97017,2.169403,2.169403,247.2483,2.4475403,2.4475403,246.99576,2.194992,2.194992
97.66036,98.132034,0.47167206,0.47167206,98.73322,1.0728607,1.0728607,98.65427,0.9939041,0.9939041
116.394,118.80287,2.4088745,2.4088745,117.6647,1.2707062,1.2707062,117.46955,1.0755539,1.0755539
235.79256,243.46289,7.670334,7.670334,238.5867,2.7941437,2.7941437,238.3681,2.5755463,2.5755463
126.25713,123.30841,-2.9487228,2.9487228,128.32967,2.0725327,2.0725327,128.33769,2.0805588,2.0805588
243.57791,246.66576,3.0878448,3.0878448,246.04504,2.4671326,2.4671326,245.85184,2.2739258,2.2739258
234.074,240.82887,6.7548676,6.7548676,236.34795,2.273941,2.273941,236.0545,1.9804993,1.9804993
256.07715,256.99323,0.91607666,0.91607666,258.57013,2.492981,2.492981,258.30634,2.229187,2.229187
117.98948,122.89919,4.9097137,4.9097137,119.19493,1.205452,1.205452,118.97648,0.9869995,0.9869995
229.15184,228.40527,-0.7465668,0.7465668,231.66809,2.5162506,2.5162506,231.56541,2.4135742,2.4135742
65.778854,63.928867,-1.849987,1.849987,66.77127,0.9924164,0.9924164,66.506355,0.7275009,0.7275009
287.28055,286.09116,-1.1893921,1.1893921,290.30756,3.027008,3.027008,290.03583,2.7552795,2.7552795
85.17212,87.75503,2.5829086,2.5829086,86.0607,0.8885803,0.8885803,85.946915,0.77479553,0.77479553
92.50393,91.51276,-0.9911728,0.9911728,93.55339,1.0494614,1.0494614,93.50949,1.0055618,1.0055618
126.31511,130.163,3.8478851,3.8478851,127.61639,1.3012772,1.3012772,127.5139,1.1987915,1.1987915
36.83984,35.7093,-1.130539,1.130539,37.392723,0.55288315,0.55288315,37.349155,0.5093155,0.5093155
147.93933,149.31982,1.3804932,1.3804932,149.37881,1.4394836,1.4394836,149.2084,1.2690735,1.2690735
334.58356,334.71295,0.12939453,0.12939453,338.7906,4.2070312,4.2070312,338.25247,3.6689148,3.6689148
174.28781,175.03334,0.7455292,0.7455292,176.16501,1.8771973,1.8771973,175.83937,1.5515594,1.5515594
175.66223,177.43883,1.7765961,1.7765961,177.4378,1.7755737,1.7755737,177.5514,1.8891754,1.8891754
182.3606,185.95975,3.5991516,3.5991516,184.13866,1.7780609,1.7780609,183.96402,1.6034241,1.6034241
186.42178,184.48042,-1.9413605,1.9413605,188.81407,2.3922882,2.3922882,189.01408,2.5923004,2.5923004
317.50217,318.7033,1.2011414,1.2011414,321.27737,3.7752075,3.7752075,321.3198,3.817627,3.817627
313.8037,307.17612,-6.627594,6.627594,317.42883,3.625122,3.625122,317.12976,3.3260498,3.3260498
147.30234,145.95088,-1.3514557,1.3514557,148.72458,1.4222412,1.4222412,148.46391,1.1615753,1.1615753
288.76187,297.05673,8.294861,8.294861,292.16296,3.4010925,3.4010925,291.95056,3.1886902,3.1886902
172.6632,166.56071,-6.102478,6.102478,174.32486,1.6616669,1.6616669,174.03958,1.3763885,1.3763885
132.08592,133.5981,1.5121765,1.5121765,134.09146,2.005539,2.005539,134.51715,2.4312286,2.4312286
313.9062,310.58893,-3.3172607,3.3172607,316.9864,3.0802002,3.0802002,316.59305,2.6868591,2.6868591
174.38165,171.36543,-3.01622,3.01622,176.11435,1.7326965,1.7326965,176.01463,1.6329803,1.6329803
177.69461,178.53098,0.83636475,0.83636475,179.45433,1.7597198,1.7597198,179.21536,1.520752,1.520752
261.37595,261.1298,-0.24615479,0.24615479,263.7951,2.419159,2.419159,263.35782,1.9818726,1.9818726
169.28165,172.7183,3.4366608,3.4366608,170.90697,1.6253204,1.6253204,170.63301,1.3513641,1.3513641
28.596306,27.756676,-0.8396301,0.8396301,29.054363,0.4580574,0.4580574,29.037859,0.44155312,0.44155312
95.84794,92.94502,-2.902916,2.902916,97.058556,1.2106171,1.2106171,97.019554,1.1716156,1.1716156
66.612816,68.23766,1.6248474,1.6248474,67.31832,0.7055054,0.7055054,67.189545,0.5767288,0.5767288
343.11545,346.09164,2.9761963,2.9761963,347.08072,3.965271,3.965271,346.5515,3.4360657,3.4360657
170.13126,171.01294,0.88168335,0.88168335,171.83842,1.7071686,1.7071686,171.68825,1.5569916,1.5569916
171.41681,161.31427,-10.102539,10.102539,174.6694,3.252594,3.252594,175.63934,4.222534,4.222534
90.75271,88.116066,-2.6366425,2.6366425,91.74529,0.9925842,0.9925842,91.55802,0.8053131,0.8053131
69.3905,68.378525,-1.0119781,1.0119781,70.15715,0.76664734,0.76664734,70.09764,0.70713806,0.70713806
194.1573,192.16693,-1.9903717,1.9903717,196.25362,2.0963135,2.0963135,196.1597,2.0023956,2.0023956
269.81174,260.53146,-9.280273,9.280273,272.35324,2.541504,2.541504,272.04083,2.2290955,2.2290955
120.07328,115.92936,-4.143921,4.143921,121.47555,1.4022675,1.4022675,121.44186,1.368576,1.368576
221.74889,228.8239,7.075012,7.075012,223.87703,2.1281433,2.1281433,223.56546,1.8165741,1.8165741
167.17775,173.92242,6.7446747,6.7446747,168.87215,1.694397,1.694397,168.84346,1.6657104,1.6657104
335.3731,336.9375,1.5643921,1.5643921,339.5379,4.164795,4.164795,339.3789,4.0057983,4.0057983
115.1556,113.81141,-1.3441925,1.3441925,116.32673,1.1711273,1.1711273,116.165596,1.0099945,1.0099945
77.10278,77.927536,0.8247528,0.8247528,78.26526,1.1624756,1.1624756,78.25985,1.1570663,1.1570663
115.95313,118.13636,2.1832275,2.1832275,117.413666,1.4605331,1.4605331,117.43105,1.4779205,1.4779205
257.45615,252.78073,-4.675415,4.675415,260.90936,3.4532166,3.4532166,260.6849,3.2287598,3.2287598
95.461205,95.72726,0.26605225,0.26605225,96.49969,1.0384827,1.0384827,96.325165,0.86396027,0.86396027
52.998756,48.561268,-4.4374886,4.4374886,53.704193,0.7054367,0.7054367,53.784508,0.78575134,0.78575134
33.483765,35.27908,1.7953148,1.7953148,33.993904,0.51013947,0.51013947,33.962082,0.47831726,0.47831726
269.56247,262.5136,-7.0488586,7.0488586,272.14508,2.582611,2.582611,271.88983,2.327362,2.327362
110.87169,108.958405,-1.9132843,1.9132843,112.04186,1.1701736,1.1701736,112.030655,1.1589661,1.1589661
167.8751,168.54895,0.6738434,0.6738434,169.81157,1.9364624,1.9364624,169.79872,1.9236145,1.9236145
121.75279,124.331314,2.5785217,2.5785217,122.997696,1.2449036,1.2449036,122.895515,1.1427231,1.1427231
161.45128,158.48204,-2.9692383,2.9692383,163.05803,1.6067505,1.6067505,162.86447,1.4131927,1.4131927
314.22998,305.16287,-9.067108,9.067108,317.47107,3.2410889,3.2410889,317.33932,3.1093445,3.1093445
210.79314,215.43066,4.6375275,4.6375275,213.57477,2.7816315,2.7816315,213.70035,2.9072113,2.9072113
170.81438,176.38004,5.5656586,5.5656586,172.9314,2.1170197,2.1170197,172.69763,1.883255,1.883255
61.51559,63.221367,1.7057762,1.7057762,62.222675,0.70708466,0.70708466,62.264957,0.74936676,0.74936676
210.71463,210.68861,-0.026016235,0.026016235,212.92325,2.2086182,2.2086182,212.74797,2.0333405,2.0333405
268.76086,273.76172,5.0008545,5.0008545,272.00998,3.249115,3.249115,272.04755,3.2866821,3.2866821
36.88381,37.59156,0.7077522,0.7077522,37.420105,0.53629684,0.53629684,37.34069,0.45688248,0.45688248
69.82374,72.918686,3.0949478,3.0949478,70.64093,0.8171921,0.8171921,70.49444,0.6707001,0.6707001
28.64539,29.682404,1.037014,1.037014,29.085178,0.43978882,0.43978882,28.98187,0.3364811,0.3364811
347.3774,342.17538,-5.2020264,5.2020264,351.2335,3.856079,3.856079,349.9492,2.5717773,2.5717773
234.84288,234.33139,-0.51148987,0.51148987,237.41513,2.5722504,2.5722504,237.31012,2.4672394,2.4672394
125.17258,122.41674,-2.7558365,2.7558365,126.57043,1.39785,1.39785,126.410934,1.2383575,1.2383575
325.87494,326.98962,1.114685,1.114685,328.60004,2.7250977,2.7250977,328.34204,2.467102,2.467102
106.274345,106.05467,-0.21967316,0.21967316,107.351036,1.0766907,1.0766907,107.14424,0.86989594,0.86989594
163.8967,162.24016,-1.6565399,1.6565399,165.79437,1.8976746,1.8976746,165.72147,1.8247681,1.8247681
207.07288,212.34554,5.2726593,5.2726593,209.10085,2.0279694,2.0279694,208.8137,1.7408295,1.7408295
281.49994,281.08432,-0.4156189,0.4156189,285.0828,3.5828552,3.5828552,284.9679,3.4679565,3.4679565
284.89563,285.19086,0.29522705,0.29522705,287.92636,3.0307312,3.0307312,287.72183,2.8262024,2.8262024
265.31583,273.2438,7.9279785,7.9279785,268.3189,3.0030823,3.0030823,268.21164,2.895813,2.895813
